pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,planet_type
K2-190 b,K2-190,1,2,Transit,2018,10.098858,,,1.357,,,,,5631.0,0.91,0.9,-0.19,[Fe/H],4.38,160.679,Super Earth
K2-190 c,K2-190,1,2,Transit,2018,21.574023,,,1.093,,,,,5631.0,0.91,0.9,-0.19,[Fe/H],4.38,160.679,Super Earth
K2-191 b,K2-191,1,1,Transit,2018,2.858646,,,1.579,,,,,5176.0,0.84,0.9,0.31,[Fe/H],4.57,287.188,Super Earth
K2-192 b,K2-192,1,1,Transit,2018,4.162817,,0.049,1.52,,,939.0,,5222.0,0.81,0.9,0.15,[Fe/H],4.57,221.753,Super Earth
K2-193 b,K2-193,1,1,Transit,2018,14.786889,,0.1184,3.95,,,739.0,,5817.0,0.98,1.01,0.0,[Fe/H],4.46,411.923,Neptune-like
K2-194 b,K2-194,1,1,Transit,2018,39.721386,,,3.642,,,,,5979.0,1.28,1.11,0.1,[Fe/H],4.21,629.51,Neptune-like
K2-195 b,K2-195,1,2,Transit,2018,15.852975,,0.1208,3.13,,,720.0,,5713.0,0.99,0.94,-0.1,[Fe/H],4.42,315.014,Neptune-like
K2-195 c,K2-195,1,2,Transit,2018,28.482786,,,2.576,,,,,5712.0,0.91,0.96,-0.09,[Fe/H],4.55,315.014,Neptune-like
K2-196 b,K2-196,1,1,Transit,2018,48.324222,,,3.6,,,,,6045.0,1.54,1.16,0.01,[Fe/H],4.08,584.877,Neptune-like
K2-197 b,K2-197,1,1,Transit,2018,8.357881,,0.0806,2.56,,,848.0,,5667.0,0.93,1.0,0.08,[Fe/H],4.5,247.637,Neptune-like
K2-198 b,K2-198,1,3,Transit,2018,17.0428683,,,4.189,,,716.0,,5212.9,0.76,0.8,,,,110.567,Neptune-like
K2-198 c,K2-198,1,3,Transit,2019,3.3596055,,,1.423,,,1230.0,,5212.9,0.76,0.8,,,,110.567,Super Earth
K2-198 d,K2-198,1,3,Transit,2019,7.4500177,,,2.438,,,943.0,,5212.9,0.76,0.8,,,,110.567,Neptune-like
K2-199 b,K2-199,1,2,Transit,2018,3.2253993,0.02,0.0382,1.73,6.9,116.2,913.0,,4491.0,0.68,0.71,-0.01,[Fe/H],,107.518,Super Earth
K2-199 c,K2-199,1,2,Transit,2018,7.3744897,0.03,0.0662,2.85,12.4,38.6,694.0,,4491.0,0.68,0.71,-0.01,[Fe/H],,107.518,Neptune-like
K2-200 b,K2-200,1,1,Transit,2018,2.849883,,,1.364,,,,,5233.0,0.79,0.86,-0.04,[Fe/H],4.71,184.131,Super Earth
K2-201 b,K2-201,1,2,Transit,2018,1.05979,,,1.4,,,,,5507.0,0.88,0.96,0.13,[Fe/H],4.68,197.932,Super Earth
K2-201 c,K2-201,1,2,Transit,2018,22.779878,,,3.286,,,,,5507.0,0.88,0.96,0.13,[Fe/H],4.68,197.932,Neptune-like
K2-202 b,K2-202,1,1,Transit,2018,3.405164,,,2.302,,,,,5491.0,0.91,0.97,0.27,[Fe/H],4.55,300.397,Neptune-like
K2-203 b,K2-203,1,1,Transit,2018,9.695101,,,1.371,,,,,5000.0,0.76,0.79,-0.07,[Fe/H],4.43,166.147,Super Earth
K2-204 b,K2-204,1,1,Transit,2018,7.055784,,,3.046,,,,,5755.0,1.18,1.01,0.07,[Fe/H],4.23,577.235,Neptune-like
K2-205 b,K2-205,1,1,Transit,2018,26.672263,,,1.996,,,,,5890.0,1.08,0.95,-0.26,[Fe/H],4.25,405.301,Super Earth
K2-206 b,K2-206,1,1,Transit,2018,18.294549,,,2.795,,,,,5043.0,0.76,0.79,-0.14,[Fe/H],4.46,244.443,Neptune-like
K2-207 b,K2-207,1,1,Transit,2018,12.48749,,,2.606,,,,,5522.0,0.93,0.94,0.11,[Fe/H],4.41,363.064,Neptune-like
K2-208 b,K2-208,1,1,Transit,2018,4.190948,,,1.679,,,,,5582.0,0.86,0.93,-0.11,[Fe/H],4.62,256.887,Super Earth
K2-209 b,K2-209,1,1,Transit,2018,2.080615,,,0.869,,,,,4720.0,0.71,0.74,-0.06,[Fe/H],4.46,76.4986,Terrestrial
K2-21 b,K2-21,1,2,Transit,2015,9.325038,0.1,0.076,1.84,,10.0,,,4222.06,0.65,0.68,,,,83.6448,Neptune-like
K2-21 c,K2-21,1,2,Transit,2015,15.50192,0.21,0.107,2.49,,5.1,,,4222.06,0.65,0.68,,,,83.6448,Super Earth
K2-210 b,K2-210,1,1,Transit,2018,0.57023,,,0.86,,,,,5500.0,0.89,,0.0,[Fe/H],4.6,176.51,Terrestrial
K2-211 b,K2-211,1,1,Transit,2018,0.669532,,,1.3,,,,,5360.0,0.79,,-0.04,[Fe/H],4.7,272.297,Super Earth
K2-212 b,K2-212,1,1,Transit,2018,9.795647,,,2.65,,,,,4349.0,0.68,0.62,,,4.72,109.218,Neptune-like
K2-213 b,K2-213,1,1,Transit,2018,8.13087,,,1.514,,,,,5794.0,1.2,1.07,0.25,[Fe/H],4.25,389.702,Super Earth
K2-214 b,K2-214,1,1,Transit,2018,8.596802,,0.0834,2.43,,,1006.0,,5854.0,1.27,1.05,0.05,[Fe/H],4.25,300.64,Neptune-like
K2-215 b,K2-215,1,1,Transit,2018,8.269648,,,2.124,,,,,5704.0,0.97,1.0,0.11,[Fe/H],4.41,403.964,Neptune-like
K2-216 b,K2-216,1,1,Transit,2018,2.1748,0.0,0.028,1.75,8.0,248.0,1103.0,K5 V,4503.0,0.72,0.7,0.0,[Fe/H],4.57,115.461,Super Earth
K2-217 b,K2-217,1,1,Transit,2018,14.074524,,,3.579,,,,,5967.0,1.33,1.1,0.04,[Fe/H],4.17,381.878,Neptune-like
K2-218 b,K2-218,1,1,Transit,2018,8.679885,,,2.569,,,,,5757.0,1.01,1.05,0.25,[Fe/H],4.45,394.083,Neptune-like
K2-219 b,K2-219,1,3,Transit,2018,3.901287,,,1.348,,,,,5753.0,1.19,1.02,0.13,[Fe/H],4.23,325.4,Super Earth
K2-219 c,K2-219,1,3,Transit,2018,6.66767,,,1.438,,,,,5753.0,1.19,1.02,0.13,[Fe/H],4.23,325.4,Super Earth
K2-219 d,K2-219,1,3,Transit,2018,11.137278,,,2.576,,,,,5753.0,1.19,1.02,0.13,[Fe/H],4.23,325.4,Neptune-like
K2-22 b,K2-22,2,1,Transit,2015,0.381073,,,2.3,,,,,3879.0,0.58,,0.032,[Fe/H],4.7,243.836,Neptune-like
K2-220 b,K2-220,1,1,Transit,2018,13.683256,,0.1104,2.39,,,758.0,,5660.0,1.02,0.96,0.04,[Fe/H],4.4,233.514,Neptune-like
K2-221 b,K2-221,1,1,Transit,2018,2.399094,,,1.679,,,,,5716.0,0.95,1.01,0.13,[Fe/H],4.57,318.81,Super Earth
K2-222 b,K2-222,1,1,Transit,2018,15.387063,,0.1211,2.39,,,801.0,,6058.0,1.09,1.0,-0.21,[Fe/H],4.37,101.321,Neptune-like
K2-223 b,K2-223,1,2,Transit,2018,0.50557,,,0.89,,,,,5859.0,1.0,,0.19,[Fe/H],4.5,198.604,Terrestrial
K2-223 c,K2-223,1,2,Transit,2018,4.562546,,,1.5,,,,,5859.0,1.0,,0.19,[Fe/H],4.5,198.604,Super Earth
K2-224 b,K2-224,1,2,Transit,2018,4.47904,,0.0516,1.56,,,1002.0,,5620.0,0.84,0.91,-0.19,[Fe/H],4.55,275.255,Super Earth
K2-224 c,K2-224,1,2,Transit,2018,10.09489,,0.0886,2.41,,,764.0,,5620.0,0.84,0.91,-0.19,[Fe/H],4.55,275.255,Neptune-like
K2-225 b,K2-225,1,1,Transit,2018,15.87209,,0.134,3.49,,,902.0,,5742.0,1.7,1.27,0.38,[Fe/H],4.08,357.778,Neptune-like
K2-226 b,K2-226,1,1,Transit,2018,3.27108,,0.0413,1.54,,,1120.0,,5424.0,0.91,0.88,-0.03,[Fe/H],4.47,211.265,Super Earth
K2-227 b,K2-227,1,1,Transit,2018,13.621832,,,1.666,,,,,5673.0,0.89,0.95,-0.1,[Fe/H],4.58,187.234,Super Earth
K2-228 b,K2-228,1,1,Transit,2018,2.69828,,0.0338,1.21,,,914.0,,4715.0,0.65,0.71,-0.25,[Fe/H],4.66,129.46,Super Earth
K2-229 b,K2-229,1,2,Transit,2018,0.584216,,,1.0,,,,,5315.0,0.79,,-0.09,[Fe/H],4.6,102.564,Super Earth
K2-229 c,K2-229,1,2,Transit,2018,8.32727,,0.0769,2.03,,,750.0,,5315.0,0.79,0.87,-0.09,[Fe/H],4.59,102.564,Super Earth
K2-230 b,K2-230,1,1,Transit,2018,2.86041,,0.0409,1.96,,,1529.0,,5945.0,1.39,1.11,0.1,[Fe/H],4.2,540.773,Super Earth
K2-231 b,K2-231,1,1,Transit,2018,13.841901,,,2.5,,,,,5695.0,0.95,1.01,0.14,[Fe/H],4.48,321.215,Neptune-like
K2-232 b,K2-232,1,1,Transit,2018,11.168454,0.258,0.10356,11.209,126.49634,,1030.0,,6154.0,1.16,1.19,0.1,[Fe/H],4.38,130.72,Gas Giant
K2-233 b,K2-233,1,3,Transit,2018,2.4675,0.079,0.03308,1.343,11.26,,1121.0,,5033.0,0.71,0.79,-0.09,[Fe/H],4.64,67.5062,Super Earth
K2-233 c,K2-233,1,3,Transit,2018,7.06005,0.2002,0.06666,1.281,12.81,,790.0,,5033.0,0.71,0.79,-0.09,[Fe/H],4.64,67.5062,Super Earth
K2-233 d,K2-233,1,3,Transit,2018,24.3645,0.1999,0.15224,2.358,21.14,,523.0,,5033.0,0.71,0.79,-0.09,[Fe/H],4.64,67.5062,Super Earth
K2-237 b,K2-237,1,1,Transit,2018,2.18053539,0.042,0.03558,16.197,433.20012,1860.0,1828.0,,6360.0,1.26,1.26,0.137,[Fe/H],4.34,314.995,Gas Giant
K2-238 b,K2-238,1,1,Transit,2018,3.20466,0.0,0.046,14.572,273.3338,,1587.0,G2 V,5630.0,1.59,1.19,0.34,[Fe/H],4.11,537.963,Gas Giant
K2-239 b,K2-239,1,3,Transit,2018,5.24,,0.0441,1.1,,,502.0,M3.0 V,3420.0,0.36,0.4,-0.1,[Fe/H],4.9,31.0849,Super Earth
K2-239 c,K2-239,1,3,Transit,2018,7.775,,0.0576,1.0,,,427.0,M3.0 V,3420.0,0.36,0.4,-0.1,[Fe/H],4.9,31.0849,Terrestrial
K2-239 d,K2-239,1,3,Transit,2018,10.115,,0.0685,1.1,,,399.0,M3.0 V,3420.0,0.36,0.4,-0.1,[Fe/H],4.9,31.0849,Super Earth
K2-24 b,K2-24,1,2,Transit,2016,20.88977,0.06,,5.4,19.0,,,,5625.0,1.16,1.07,0.34,[Fe/H],4.29,170.562,Neptune-like
K2-24 c,K2-24,1,2,Transit,2016,42.3391,0.07,,7.5,15.4,,,,5625.0,1.16,1.07,0.34,[Fe/H],4.29,170.562,Neptune-like
K2-240 b,K2-240,1,2,Transit,2018,6.034,,0.0513,2.0,,,586.0,M0.5 V,3810.0,0.54,0.58,-0.1,[Fe/H],4.7,72.9105,Super Earth
K2-240 c,K2-240,1,2,Transit,2018,20.523,,0.1159,1.8,,,389.0,M0.5 V,3810.0,0.54,0.58,-0.1,[Fe/H],4.7,72.9105,Super Earth
K2-241 b,K2-241,1,1,Transit,2018,26.8199,,0.1567,2.55,,,507.0,,5262.0,0.75,0.71,-0.44,[Fe/H],4.54,149.464,Neptune-like
K2-242 b,K2-242,1,1,Transit,2018,6.51389,,0.0494,2.54,,,416.0,,3459.0,0.37,0.38,-0.01,[Fe/H],4.89,109.237,Neptune-like
K2-243 b,K2-243,1,2,Transit,2018,11.54182,,0.1087,2.17,,,1035.0,,6570.0,1.39,1.29,-0.03,[Fe/H],4.26,266.864,Neptune-like
K2-243 c,K2-243,1,2,Transit,2018,24.94598,,0.1817,2.01,,,801.0,,6570.0,1.39,1.29,-0.03,[Fe/H],4.26,266.864,Super Earth
K2-244 b,K2-244,1,1,Transit,2018,21.06884,,0.1418,1.75,,,638.0,,5677.0,0.92,0.86,-0.29,[Fe/H],4.44,212.902,Super Earth
K2-245 b,K2-245,1,1,Transit,2018,11.89307,,0.0959,4.34,,,923.0,,5793.0,1.25,0.83,-0.45,[Fe/H],4.16,456.064,Neptune-like
K2-246 b,K2-246,1,1,Transit,2018,5.76918,,0.0602,3.49,,,977.0,,5610.0,0.94,0.87,-0.19,[Fe/H],4.43,703.616,Neptune-like
K2-247 b,K2-247,1,2,Transit,2018,2.25021,,0.0304,2.12,,,979.0,,4667.0,0.69,0.74,-0.08,[Fe/H],4.63,258.113,Neptune-like
K2-247 c,K2-247,1,2,Transit,2018,6.49424,,0.0615,2.19,,,688.0,,4667.0,0.69,0.74,-0.08,[Fe/H],4.63,258.113,Neptune-like
K2-248 b,K2-248,1,1,Transit,2018,7.17256,,0.0699,2.57,,,886.0,,5528.0,0.92,0.88,-0.1,[Fe/H],4.45,406.254,Neptune-like
K2-249 b,K2-249,1,1,Transit,2018,12.409,,0.1151,2.79,,,1061.0,,6504.0,1.57,1.32,0.04,[Fe/H],4.16,521.716,Neptune-like
K2-25 b,K2-25,1,1,Transit,2015,3.48456408,0.428,0.0287,3.44,24.5,9.91,494.0,M4.5 V,3207.0,0.29,0.26,0.15,[Fe/H],4.94,44.9565,Neptune-like
K2-250 b,K2-250,1,1,Transit,2018,4.01457,,0.0459,2.44,,,958.0,,5172.0,0.81,0.8,-0.09,[Fe/H],4.53,414.708,Neptune-like
K2-251 b,K2-251,1,1,Transit,2018,9.30075,,0.0694,2.35,,,437.0,,3717.0,0.49,0.52,-0.04,[Fe/H],4.76,147.03,Neptune-like
K2-252 b,K2-252,1,1,Transit,2018,13.81513,,0.1041,1.74,,,639.0,,5152.0,0.82,0.79,-0.09,[Fe/H],4.5,228.839,Super Earth
K2-253 b,K2-253,1,1,Transit,2018,4.00167,,0.0506,12.67,,,1238.0,,6027.0,1.1,1.08,0.0,[Fe/H],4.39,876.565,Gas Giant
K2-254 b,K2-254,1,2,Transit,2018,4.09639,,0.0448,1.63,,,791.0,,4629.0,0.67,0.71,-0.14,[Fe/H],4.64,227.775,Super Earth
K2-254 c,K2-254,1,2,Transit,2018,12.11839,,0.0923,2.19,,,551.0,,4629.0,0.67,0.71,-0.14,[Fe/H],4.64,227.775,Neptune-like
K2-255 b,K2-255,1,1,Transit,2018,1.96417,,0.0274,2.9,,,1034.0,,4676.0,0.69,0.71,-0.14,[Fe/H],4.62,191.608,Neptune-like
K2-256 b,K2-256,1,1,Transit,2018,5.52011,,0.0578,2.63,,,845.0,,5219.0,0.78,0.84,-0.1,[Fe/H],4.58,564.693,Neptune-like
K2-257 b,K2-257,1,1,Transit,2018,1.60588,,0.0216,0.83,,,789.0,,3725.0,0.5,0.52,-0.03,[Fe/H],4.76,64.0065,Terrestrial
K2-258 b,K2-258,1,1,Transit,2018,19.0921,,0.149,3.0,,,831.0,,6351.0,1.31,1.21,0.01,[Fe/H],4.29,661.873,Neptune-like
K2-259 b,K2-259,1,1,Transit,2018,15.48043,,0.1271,2.32,,,795.0,,6059.0,1.13,1.14,0.16,[Fe/H],4.39,416.457,Neptune-like
K2-26 b,K2-26,1,1,Transit,2016,14.5665,,0.0962,2.67,,5.8,430.0,M1.0 V,3785.0,0.52,0.56,-0.13,[Fe/H],,99.0504,Neptune-like
K2-260 b,K2-260,1,1,Transit,2018,2.6266657,0.0,0.0404,17.396,451.3186,,1957.0,F6 V,6367.0,1.69,1.39,-0.14,[Fe/H],4.15,663.834,Gas Giant
K2-261 b,K2-261,1,1,Transit,2018,11.633478,0.286,0.1034,9.528,59.75174,180.0,1046.0,,5445.0,1.64,1.09,0.36,[Fe/H],4.04,213.283,Gas Giant
K2-263 b,K2-263,1,1,Transit,2018,50.818947,0.14,0.2573,2.41,14.8,,470.0,G9 V,5368.0,0.85,0.88,-0.08,[m/H],4.51,162.481,Super Earth
K2-264 b,K2-264,1,2,Transit,2018,5.840002,,0.05023,2.231,,,496.0,,3660.0,0.47,0.5,-0.013,[Fe/H],4.78,185.605,Neptune-like
K2-264 c,K2-264,1,2,Transit,2018,19.660302,,0.11283,2.668,,,331.0,,3660.0,0.47,0.5,-0.013,[Fe/H],4.78,185.605,Neptune-like
K2-265 b,K2-265,2,1,Transit,2018,2.369172,0.084,0.03376,1.71,6.54,,,G8 V,5477.0,0.98,0.92,0.078,[Fe/H],4.42,138.671,Super Earth
K2-266 b,K2-266,2,4,Transit,2018,0.658524,,0.01306,3.3,11.26782,879.5,1515.0,,4285.0,0.7,0.69,-0.12,[Fe/H],4.58,77.5586,Neptune-like
K2-266 c,K2-266,2,4,Transit,2018,7.814,0.042,0.0679,0.705,0.29013,32.4,664.0,,4285.0,0.7,0.69,-0.12,[Fe/H],4.58,77.5586,Terrestrial
K2-266 d,K2-266,2,4,Transit,2018,14.697,0.047,0.1035,2.93,8.9,13.95,538.0,,4285.0,0.7,0.69,-0.12,[Fe/H],4.58,77.5586,Neptune-like
K2-266 e,K2-266,2,4,Transit,2018,19.482,0.043,0.1249,2.73,14.3,9.58,490.0,,4285.0,0.7,0.69,-0.12,[Fe/H],4.58,77.5586,Neptune-like
K2-268 b,K2-268,1,5,Transit,2018,2.151676,,,1.5,,,1136.0,,5106.0,0.78,0.84,0.03,[Fe/H],4.58,327.783,Super Earth
K2-268 c,K2-268,1,5,Transit,2018,9.327527,,,2.69,,,696.0,,5106.0,0.78,0.84,0.03,[Fe/H],4.58,327.783,Neptune-like
K2-268 d,K2-268,1,5,Transit,2019,4.528598,,,1.49,,,888.0,,5106.0,0.78,0.84,0.03,[Fe/H],4.58,327.783,Super Earth
K2-268 e,K2-268,1,5,Transit,2019,6.131243,,,1.33,,,801.0,,5106.0,0.78,0.84,0.03,[Fe/H],4.58,327.783,Super Earth
K2-268 f,K2-268,1,5,Transit,2019,26.27057,,,2.23,,,492.0,,5106.0,0.78,0.84,0.03,[Fe/H],4.58,327.783,Neptune-like
K2-269 b,K2-269,1,1,Transit,2018,4.144965,,0.0531,1.57,,,1429.0,,6209.0,1.45,1.16,-0.08,[Fe/H],4.18,360.76,Super Earth
K2-27 b,K2-27,3,1,Transit,2016,6.771315,0.251,0.06702,4.48,30.9,116.0,902.0,,5248.0,0.89,0.87,0.13,[Fe/H],4.48,249.645,Neptune-like
K2-270 b,K2-270,1,2,Transit,2018,1.543069,,0.0247,1.38,,,1203.0,,4877.0,0.77,0.85,0.26,[Fe/H],4.59,280.518,Super Earth
K2-270 c,K2-270,1,2,Transit,2018,4.400028,,0.0497,2.95,,,848.0,,4877.0,0.77,0.85,0.26,[Fe/H],4.59,280.518,Neptune-like
K2-271 b,K2-271,1,1,Transit,2018,8.562421,,0.077,7.28,,,893.0,,5644.0,0.99,0.83,-0.3,[Fe/H],4.37,564.454,Gas Giant
K2-272 b,K2-272,1,1,Transit,2018,14.4536756,,0.1007,3.13,,,747.0,,5397.0,0.83,0.86,-0.09,[Fe/H],4.53,423.065,Neptune-like
K2-273 b,K2-273,1,1,Transit,2018,11.7195663,,0.0729,3.05,,,849.0,,5161.0,0.85,0.89,0.2,[Fe/H],4.53,308.105,Neptune-like
K2-274 b,K2-274,1,1,Transit,2018,14.1330314,,0.0964,2.08,,,655.0,,5044.0,0.7,0.79,-0.16,[Fe/H],4.64,228.327,Super Earth
K2-275 b,K2-275,1,2,Transit,2018,3.2809626,,0.0277,2.34,,,1166.0,,4841.0,0.69,0.77,-0.06,[Fe/H],4.65,123.438,Neptune-like
K2-275 c,K2-275,1,2,Transit,2018,8.4388385,,0.0881,2.21,,,653.0,,4841.0,0.69,0.77,-0.06,[Fe/H],4.65,123.438,Neptune-like
K2-276 b,K2-276,1,1,Transit,2018,18.718269,,0.1291,3.77,,,583.0,,5139.0,0.85,0.82,0.07,[Fe/H],4.49,488.152,Neptune-like
K2-277 b,K2-277,1,1,Transit,2018,6.326763,,0.0675,2.07,,,958.0,,5741.0,0.97,1.02,0.11,[Fe/H],4.48,113.123,Super Earth
K2-278 b,K2-278,1,1,Transit,2018,3.334966,,0.0488,2.98,,,1711.0,,6747.0,1.61,1.4,0.0,[Fe/H],4.17,786.439,Neptune-like
K2-279 b,K2-279,1,1,Transit,2018,7.122605,,0.067,1.21,,,879.0,,5558.0,0.86,0.79,-0.37,[Fe/H],4.46,182.983,Super Earth
K2-28 b,K2-28,1,1,Transit,2016,2.260455,0.0,0.0214,2.32,,,568.0,M4,3214.0,0.29,0.26,0.26,[Fe/H],4.93,62.9969,Neptune-like
K2-280 b,K2-280,1,1,Transit,2018,19.89526,0.35,0.1461,7.5,37.1,,787.0,,5500.0,1.28,1.03,0.33,[Fe/H],4.21,391.537,Neptune-like
K2-281 b,K2-281,1,1,Transit,2018,8.687721,,0.0773,8.18,,,665.0,,4812.0,0.76,0.82,0.22,[Fe/H],4.59,458.139,Gas Giant
K2-282 b,K2-282,1,2,Transit,2018,4.169783,,,2.5,,,,,5499.0,1.0,,-0.23,[Fe/H],4.5,496.289,Neptune-like
K2-283 b,K2-283,1,1,Transit,2018,1.921036,,0.0291,3.52,,,1186.0,,5060.0,0.82,0.89,0.28,[Fe/H],4.56,402.915,Neptune-like
K2-284 b,K2-284,1,1,Transit,2018,4.795069,0.078,0.04771,2.78,,42.6,653.0,,4140.0,0.61,0.63,0.0,[Fe/H],4.67,107.272,Neptune-like
K2-285 b,K2-285,1,4,Transit,2018,3.471745,0.0,0.03817,2.59,9.68,234.31,1089.0,K2 V,4975.0,0.79,0.83,0.0,[Fe/H],4.4,154.961,Super Earth
K2-285 c,K2-285,1,4,Transit,2018,7.138048,0.0,0.0824,3.53,15.68,50.35,741.0,K2 V,4975.0,0.79,0.83,0.0,[Fe/H],4.4,154.961,Neptune-like
K2-285 d,K2-285,1,4,Transit,2018,10.45582,0.0,0.1178,2.48,6.5,24.61,620.0,K2 V,4975.0,0.79,0.83,0.0,[Fe/H],4.4,154.961,Neptune-like
K2-285 e,K2-285,1,4,Transit,2018,14.76289,0.0,0.18041,1.95,10.7,10.5,501.0,K2 V,4975.0,0.79,0.83,0.0,[Fe/H],4.4,154.961,Neptune-like
K2-286 b,K2-286,1,1,Transit,2018,27.359,,0.1768,2.1,,,347.0,M0 V,3926.0,0.62,0.64,0.0,[Fe/H],4.7,76.1486,Neptune-like
K2-287 b,K2-287,1,1,Transit,2018,14.893291,0.478,0.1206,9.494,100.11645,,804.0,,5695.0,1.07,1.06,0.2,[Fe/H],4.4,158.335,Gas Giant
K2-288 B b,K2-288 B,2,1,Transit,2018,31.393463,,0.164,1.9,,,226.0,M3 V,3341.0,0.32,0.33,-0.21,[Fe/H],4.96,65.6138,Super Earth
K2-289 b,K2-289,1,1,Transit,2019,13.156969,,0.107,9.1,,,753.0,,5529.0,1.02,0.95,0.162,[Fe/H],4.39,274.3,Gas Giant
K2-29 b,K2-29,2,1,Transit,2016,3.2588321,0.066,0.04217,13.339,232.0159,,1171.0,G7 V,5358.0,0.86,0.94,0.16,[Fe/H],4.54,178.475,Gas Giant
K2-290 b,K2-290,3,2,Transit,2019,9.21165,0.0,0.0923,3.06,10.9,,1230.0,,6302.0,1.51,1.19,-0.06,[Fe/H],4.23,272.909,Super Earth
K2-290 c,K2-290,3,2,Transit,2019,48.36685,0.0,0.305,11.276,246.00042,,676.0,,6302.0,1.51,1.19,-0.06,[Fe/H],4.23,272.909,Gas Giant
K2-291 b,K2-291,1,1,Transit,2019,2.225177,0.0,0.03261,1.589,6.49,633.0,,,5520.0,0.9,0.93,0.08,[Fe/H],4.5,90.0562,Super Earth
